ID,Inclusion_Exlusion,PFS_Paper,Final_judge_PFS,ORR_Paper,Final_judge_ORR,Blinding_Central,Trial_phase,Trial_number,Trial_name,Tumor_pre,Tumor,Funding,Industry_name,Trial_arm,Treatment_line,Treatment_line_re,Drug_name_intervention,Drug_classification_intervention,Drug_name_control,Drug_classification_control,Primary_outcome,Response_criteria,Randomized_patient_number_intervention,Randomized_patient_number_control,Follow_up_period_months_median,PFS_INV_HR,PFS_INV_95%CI_lower,PFS_INV_95%CI_upper,PFS_CNT_HR,PFS_CNT_95%CI_lower,PFS_CNT_95%CI_upper,ORR_N_INV_intervention,CR+PR_INV_intervention,ORR_N_INV_control,CR+PR_INV_control,ORR_N_CNT_intervention,CR+PR_CNT_intervention,ORR_N_CNT_control,CR+PR_CNT_control,Median_OS_intervention,Median_OS_control,OS_HR,OS_95%CI_lower,OS_95%CI_upper,title,journal,IF_2021,year,Authors,authors,url,pubmed_id,PFS_SE_INT,PFS_SE_CNT,RHR,lnRHR,lnRHR_SE_p_0,lnRHR_SE_p_0.25,lnRHR_SE_p_0.5,lnRHR_SE_p_0.75,lnRHR_SE_p_0.95,ORR_INT,ORR_INV_95%CI_lower,ORR_INV_95%CI_upper,ORR_CENT,ORR_CNT_95%CI_lower,ORR_CNT_95%CI_upper,ORR_SE_INT,ORR_SE_CNT,ROR,lnROR,lnROR_SE_p_0,lnROR_SE_p_0.25,lnROR_SE_p_0.5,lnROR_SE_p_0.75,lnROR_SE_p_0.95
1068,Inclusion,Investigator + Central,Investigator + Central,Investigator + Central,Investigator + Central,Blinding,Phase 3,NCT00949650,LUX-Lung 3,Non-small cell lung cancer,Non-small cell lung cancer,Industry,Boehringer Ingelheim,2,1,1,Afatinib,Target therapy,Cisplatin Plus Pemetrexed,Chemotherapy,PFS,RECIST 1.1,230,115,16.4,0.49,0.37,0.65,0.58,0.43,0.78,155,107,83,37,152,85,69,16,16.6,14.8,1.12,0.73,1.73,Phase III study of afatinib or cisplatin plus pemetrexed in patients with metastatic lung adenocarcinoma with EGFR mutations.,Journal of clinical oncology : official journal of the American Society of Clinical           Oncology,50.74,2013,Sequist LV and Yang JC and Yamamoto N and O'Byrne K and Hirsh V and Mok T and Geater SL and Orlov S and Tsai CM and Boyer M and Su WC and Bennouna J and Kato T and Gorbunova V and Lee KH and Shah R and Massey D and Zazulina V and Shahidi M and Schuler M,Sequist,https://pubmed.ncbi.nlm.nih.gov/23816960/,23816960,0.071428571,0.089285714,0.844827586,-0.168622712,0.209141413,0.181167874,0.147998198,0.104809994,0.047439111,2.771396396,1.597829453,4.80691977,4.202425373,2.20641087,8.004120744,0.818645489,1.479007621,0.659475458,-0.416310521,0.432438769,0.375263209,0.307638852,0.220138252,0.107313559
1097,Inclusion,Investigator + Central,Investigator + Central,Investigator + Central,Investigator + Central,Unclear,Phase 3,NCT00391092,AVEREL,Breast cancer,Breast cancer,Industry,F. Hoffmann-La Roche,2,1,1,Bevacizumab and Docetaxel and Trastuzumab,Target therapy and chemotherapy,Docetaxel and Trastuzumab,Target therapy and Chemotherapy,PFS,RECIST 1.0,216,208,26,0.82,0.65,1.02,0.72,0.54,0.94,NA,74.30%,NA,69.90%,NA,76.50%,NA,65.90%,>38,>38,1.01,0.74,1.38,AVEREL: a randomized phase III Trial evaluating bevacizumab in combination with docetaxel and trastuzumab as first-line therapy for HER2-positive locally recurrent/metastatic breast cancer.,Journal of clinical oncology : official journal of the American Society of Clinical           Oncology,50.74,2013,Gianni L and Romieu GH and Lichinitser M and Serrano SV and Mansutti M and Pivot X and Mariani P and Andre F and Chan A and Lipatov O and Chan S and Wardley A and Greil R and Moore N and Prot S and Pallaud C and Semiglazov V,Gianni,https://pubmed.ncbi.nlm.nih.gov/23569311/,23569311,0.094387755,0.102040816,1.138888889,0.130053128,0.182230679,0.158369994,0.13020787,0.093952775,0.048223973,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
1144,Inclusion,Investigator + Central,Investigator + Central,Central,Central,Unclear,Phase 3,NCT00829166,EMILIA,Breast cancer,Breast cancer,Industry,F Hoffmann-La Roche/Genentech.,2,≥2,≥2,trastuzumab emtansine,Target therapy,Lapatinib and Capecitabine,Target therapy and chemotherapy,OS and PFS,RECIST 1.1,495,496,19,0.66,0.56,0.77,0.65,0.55,0.77,NA,NA,NA,NA,397,173,389,120,30.9,25.1,0.68,0.55,0.85,Trastuzumab emtansine for HER2-positive advanced breast cancer.,The New England journal of medicine,176.08,2012,Verma S and Miles D and Gianni L and Krop IE and Welslau M and Baselga J and Pegram M and Oh DY and Diﾃｩras V and Guardino E and Fang L and Lu MW and Olsen S and Blackwell K,Verma,https://pubmed.ncbi.nlm.nih.gov/23020162/,23020162,0.053571429,0.056122449,1.015384615,0.015267472,0.118183119,0.102375384,0.083631268,0.05922549,0.026803627,#VALUE!,#VALUE!,#VALUE!,1.731287202,1.29201718,2.319903653,#VALUE!,0.262215937,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
1145,Inclusion,Investigator + Central,Investigator + Central,Investigator,Investigator,Unclear,Phase 2,NCT01072175,No name,Melanoma,Melanoma,Industry,GlaxoSmithKline,3,≥1,≥1,Dabrafenib (150mg) and trametinib (2mg),Target therapy,Dabrafenib,Target therapy,"incidence of cutaneous squamous-cell carcinoma, progression-free survival, response rate, duration of response, and safety.",RECIST 1.1,54,54,14.1,0.39,0.25,0.62,0.55,0.33,0.93,54,41,54,29,NA,NA,NA,NA,NR,NR,0.67,0.34,1.34,Combined BRAF and MEK inhibition in melanoma with BRAF V600 mutations.,The New England journal of medicine,176.08,2012,Flaherty KT and Infante JR and Daud A and Gonzalez R and Kefford RF and Sosman J and Hamid O and Schuchter L and Cebon J and Ibrahim N and Kudchadkar R and Burris HA 3rd and Falchook G and Algazi A and Lewis K and Long GV and Puzanov I and Lebowitz P and Singh A and Little S and Sun P and Allred A and Ouellet D and Kim KB and Patel K and Weber J,Flaherty,https://pubmed.ncbi.nlm.nih.gov/23020132/,23020132,0.094387755,0.153061224,0.709090909,-0.343771539,0.35148767,0.304833641,0.249606721,0.177998544,0.084778859,2.718832891,1.195318958,6.184167197,#VALUE!,#VALUE!,#VALUE!,1.272665367,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
1150,Inclusion,Central,Investigator + Central,Investigator + Central,Investigator + Central,Blinding,Phase 3,NCT00262990,No name,"Recurrent Epithelial Ovarian, Primary Fallopian Tube, or Primary Peritoneal Cancer",Ovarian cancer,Industry,Novartis Pharmaceuticals,2,≥2,≥2,Patupilone,Chemotherapy,Pegylated Liposomal Doxorubicin,Chemotherapy,OS,RECIST 1.0 or 1.1,412,417,27,0.99,0.84,1.16,1.05,0.89,1.24,412,73,416,36,412,64,416,33,13.2,12.7,0.93,0.79,1.09,"Randomized, open-label, phase III study comparing patupilone (EPO906) with pegylated liposomal doxorubicin in platinum-refractory or -resistant patients with recurrent epithelial ovarian, primary fallopian tube, or primary peritoneal cancer.",Journal of clinical oncology : official journal of the American Society of Clinical           Oncology,50.74,2012,Colombo N and Kutarska E and Dimopoulos M and Bae DS and Rzepka-Gorska I and Bidzinski M and Scambia G and Engelholm SA and Joly F and Weber D and El-Hashimy M and Li J and Souami F and Wing P and Engelholm S and Bamias A and Schwartz P,Colombo,https://pubmed.ncbi.nlm.nih.gov/22987083/,22987083,0.081632653,0.089285714,0.942857143,-0.0588405,0.11805774,0.102247264,0.083494767,0.059061401,0.026490518,2.273025238,1.485768871,3.477420903,2.134447928,1.368603682,3.328843854,0.508074498,0.500061268,1.064924193,0.062903617,0.313799935,0.271803024,0.221998578,0.157130052,0.070816954
1178,Inclusion,Investigator + Central,Investigator + Central,Investigator + Central,Investigator + Central,Blinding,Phase 3,NCT01227889,No name,Melanoma,Melanoma,Industry,GlaxoSmithKline,2,≥1,≥1,dabrafenib,Target therapy,dacarbazine,Chemotherapy,PFS,RECIST 1.1,187,63,4.9,0.3,0.18,0.51,0.35,0.2,0.61,187,99,63,12,187,93,63,4,NR,NR,0.61,0.25,1.48,"Dabrafenib in BRAF-mutated metastatic melanoma: a multicentre, open-label, phase 3 randomised controlled trial.","Lancet (London, England)",202.73,2012,Hauschild A and Grob JJ and Demidov LV and Jouary T and Gutzmer R and Millward M and Rutkowski P and Blank CU and Miller WH Jr and Kaempgen E and Martﾃｭn-Algarra S and Karaszewska B and Mauch C and Chiarion-Sileni V and Martin AM and Swann S and Haney P and Mirakhur B and Guckert ME and Goodman V and Chapman PB,Hauschild,https://pubmed.ncbi.nlm.nih.gov/22735384/,22735384,0.084183673,0.104591837,0.857142857,-0.15415068,0.389243162,0.337225473,0.275557253,0.195301255,0.088944952,4.78125,2.395007374,9.54500258,14.59308511,5.094087053,41.80496539,1.823978369,9.365019983,0.327638054,-1.115845775,0.642453081,0.563957005,0.472598185,0.358678945,0.229982214
1187,Inclusion,Investigator + Central,Investigator + Central,Investigator + Central,Investigator,Blinding,Phase 3,NCT01245062,METRIC,Melanoma,Melanoma,Industry,GlaxoSmithKline,2,≥1,≥1,Trametinib,Target therapy,Chemotherapy,Chemotherapy,PFS,RECIST 1.1,214,108,NA,0.45,0.33,0.63,0.42,0.29,0.59,214,47,108,9,NA,NA,NA,NA,NR,NR,0.54,0.32,0.92,Improved survival with MEK inhibition in BRAF-mutated melanoma.,The New England journal of medicine,176.08,2012,Flaherty KT and Robert C and Hersey P and Nathan P and Garbe C and Milhem M and Demidov LV and Hassel JC and Rutkowski P and Mohr P and Dummer R and Trefzer U and Larkin JM and Utikal J and Dreno B and Nyakas M and Middleton MR and Becker JC and Casey M and Sherman LJ and Wu FS and Ouellet D and Martin AM and Patel K and Schadendorf D,Flaherty,https://pubmed.ncbi.nlm.nih.gov/22663011/,22663011,0.076530612,0.076530612,1.071428571,0.068992871,0.245026784,0.212354496,0.173639682,0.123316854,0.057027118,3.095808383,1.454712867,6.58826203,#VALUE!,#VALUE!,#VALUE!,1.309578868,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
1191,Inclusion,Investigator + Central,Investigator,Investigator + Central,Investigator + Central,Unclear,Phase 2,NA,No name,Colorectal cancer,Colorectal cancer,Unclear,,2,1,1,Leucovorin Na,Chemotherapy,Leucovorin Ca,Chemotherapy,ORR,RECIST 1.0,28,29,21.2,0.62,0.33,1.14,NA,NA,NA,22,16,19,12,22,13,19,15,22.9,11.9,0.43,0.2,0.91,A phase II randomized study of combined infusional leucovorin sodium and 5- FU versus the leucovorin calcium followed by 5-FU both in combination with irinotecan or oxaliplatin in patients with metastatic colorectal cancer.,Acta gastro-enterologica Belgica,1.69,2012,Bleiberg H and Vandebroek A and Deleu I and Vergauwe P and Rezaei Kalantari H and D'Haens G and Paesmans M and Peeters M and Efira A and Humblet Y,Bleiberg,https://pubmed.ncbi.nlm.nih.gov/22567742/,22567742,0.206632653,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.555555556,0.414460211,5.838324215,0.385185185,0.095707352,1.550221838,1.383638777,0.371049614,4.038461538,1.395863812,0.979825493,0.848740667,0.693298956,0.490883046,0.221829537
1198,Inclusion,Central,Central,Investigator + Central,Investigator + Central,Blinding,Phase 3,NA,No name,Non-small cell lung cancer,Non-small cell lung cancer,Industry,"Celgene, Summit",2,1,1,nab-Paclitaxel and Carboplatin,Chemotherapy,Solvent-Based Paclitaxel and Carboplatin,Chemotherapy,ORR,RECIST 1.0,521,531,NA,NA,NA,NA,0.902,0.767,1.06,521,198,531,159,521,170,531,132,12.1,11.2,0.922,0.797,1.066,Weekly nab-paclitaxel in combination with carboplatin versus solvent-based paclitaxel plus carboplatin as first-line therapy in patients with advanced non-small-cell lung cancer: final results of a phase III trial.,Journal of clinical oncology : official journal of the American Society of Clinical           Oncology,50.74,2012,Socinski MA and Bondarenko I and Karaseva NA and Makhson AM and Vynnychenko I and Okamoto I and Hon JK and Hirsh V and Bhar P and Zhang H and Iglesias JL and Renschler MF,Socinski,https://pubmed.ncbi.nlm.nih.gov/22547591/,22547591,#VALUE!,0.074744898,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.434195923,1.109735389,1.853521087,1.463998964,1.118886998,1.915558024,0.18974125,0.203232404,0.979642717,-0.020567348,0.189571463,0.164203951,0.134121347,0.094942792,0.042832374
1218,Inclusion,Investigator + Central,Investigator + Central,Investigator + Central,Central,Blinding,Phase 3,NA,ENEST g3,Gastrointestinal stromal tumours,Gastrointestinal stromal tumours,Industry,Novartis Pharm,2,≥2,≥2,nilotinib,Target therapy,BSC ± imanitib/sunitinib,BSC ± target therapy,PFS,RECIST 1.0,165,83,NA,0.58,0.42,0.8,0.9,0.65,1.26,NA,NA,NA,NA,163,1,83,0,11.06666667,9.333333333,0.79,0.52,1.22,Phase III study of nilotinib versus best supportive care with or without a TKI in patients with gastrointestinal stromal tumors resistant to or intolerant of imatinib and sunitinib.,Annals of oncology : official journal of the European Society for Medical Oncology,51.77,2012,Reichardt P and Blay JY and Gelderblom H and Schlemmer M and Demetri GD and Bui-Nguyen B and McArthur GA and Yazji S and Hsu Y and Galetic I and Rutkowski P,Reichardt,https://pubmed.ncbi.nlm.nih.gov/22357255/,22357255,0.096938776,0.155612245,0.644444444,-0.43936666,0.235648634,0.204089963,0.166658775,0.117888004,0.05287276,#VALUE!,#VALUE!,#VALUE!,#DIV/0!,#DIV/0!,#DIV/0!,#VALUE!,#DIV/0!,#VALUE!,#VALUE!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1220,Inclusion,Investigator + Central,Investigator + Central,Investigator + Central,Investigator + Central,Blinding,Phase 3,NA,No name,Breast cancer,Breast cancer,Industry,Pfizer Inc,2,1,1,Sunitinib and Docetaxel,Target therapy and chemotherapy,Docetaxel,Chemotherapy,PFS,RECIST 1.0,296,297,18,0.86,0.69,1.06,0.92,0.72,1.19,296,156,297,130,296,148,297,113,24.8,25.5,1.21,0.91,1.6,"First-line treatment of advanced breast cancer with sunitinib in combination with docetaxel versus docetaxel alone: results of a prospective, randomized phase III study.",Journal of clinical oncology : official journal of the American Society of Clinical           Oncology,50.74,2012,Bergh J and Bondarenko IM and Lichinitser MR and Liljegren A and Greil R and Voytko NL and Makhson AN and Cortes J and Lortholary A and Bischoff J and Chan A and Delaloge S and Huang X and Kern KA and Giorgetti C,Bergh,https://pubmed.ncbi.nlm.nih.gov/22331954/,22331954,0.094387755,0.119897959,0.934782609,-0.067441281,0.168597146,0.146307019,0.119943695,0.085832605,0.041854904,1.431428571,1.035850461,1.978072928,1.628318584,1.174406892,2.25766847,0.240362874,0.276342239,0.879083851,-0.128874992,0.234587508,0.203160522,0.16588278,0.117303007,0.052481565
1249,Inclusion,Investigator + Central,Investigator + Central,Investigator + Central,Investigator + Central,Blinding,Phase 3,NCT00678392,AXIS,Renal cell cancer,Renal cell cancer,Industry,Pfizer Inc,2,2,2,axitinib,Target therapy,sorafenib,Target therapy,PFS,RECIST 1.0,361,362,NA,0.658,0.543,0.798,0.665,0.544,0.812,361,70,362,40,361,70,362,34,20.1,19.2,0.969,0.8,1.174,Comparative effectiveness of axitinib versus sorafenib in advanced renal cell carcinoma (AXIS): a randomised phase 3 trial.,"Lancet (London, England)",202.73,2011,Rini BI and Escudier B and Tomczak P and Kaprin A and Szczylik C and Hutson TE and Michaelson MD and Gorbunova VA and Gore ME and Rusakov IG and Negrier S and Ou YC and Castellano D and Lim HY and Uemura H and Tarazi J and Cella D and Chen C and Rosbrook B and Kim S and Motzer RJ,Rini,https://pubmed.ncbi.nlm.nih.gov/22056247/,22056247,0.06505102,0.068367347,0.989473684,-0.010582109,0.141728785,0.122756756,0.100256641,0.070947634,0.031926555,1.936426117,1.272850386,2.945944117,2.320598342,1.495941553,3.599857665,0.426809625,0.536713294,0.83445122,-0.180980992,0.309855476,0.268388742,0.219213635,0.155166745,0.069959984
1290,Inclusion,Investigator,No PFS,Investigator + Central,Investigator + Central,Unclear,Phase 2,NCT00227630,EORTC 08062,Small-cell lung cancer,Small-cell lung cancer,Industry and Public,Celgene Inc and UK NHS funding,3,1,1,Amrubicin,Chemotherapy,Cisplatin + etoposide,Chemotherapy,ORR,RECIST 1.0,33,33,17.4,No HR,No HR,No HR,No HR,No HR,No HR,28,17,30,19,28,17,30,20,11.1,10,No HR,No HR,No HR,Randomised phase II study of amrubicin as single agent or in combination with cisplatin versus cisplatin etoposide as first-line treatment in patients with extensive stage small cell lung cancer - EORTC 08062.,"European journal of cancer (Oxford, England : 1990)",10.00,2011,O'Brien ME and Konopa K and Lorigan P and Bosquee L and Marshall E and Bustin F and Margerit S and Fink C and Stigt JA and Dingemans AM and Hasan B and Van Meerbeeck J and Baas P,O'Brien,https://pubmed.ncbi.nlm.nih.gov/21684151/,21684151,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.894736842,0.30954308,2.586244265,0.772727273,0.264242824,2.259692165,0.580791119,0.509043199,1.157894737,0.146603474,0.77006877,0.666905711,0.544537001,0.385068647,0.17228963
1297,Inclusion,Unclear,No PFS,Investigator + Central,Investigator + Central,Blinding,Phase 3,NCT00019682,No name,Melanoma,Melanoma,Public,National Cancer Institute,2,≥1,≥1,gp100 Peptide Vaccine and Interleukin-2,Immunotherapy,Interleukin-2,Immunotherapy,ORR,WHO criteria,91,94,41.5,No HR,No HR,No HR,No HR,No HR,No HR,85,17,93,9,85,14,93,6,17.8,11.1,No HR,No HR,No HR,gp100 peptide vaccine and interleukin-2 in patients with advanced melanoma.,The New England journal of medicine,176.08,2011,Schwartzentruber DJ and Lawson DH and Richards JM and Conry RM and Miller DM and Treisman J and Gailani F and Riley L and Conlon K and Pockaj B and Kendra KL and White RL and Gonzalez R and Kuzel TM and Curti B and Leming PD and Whitman ED and Balkissoon J and Reintgen DS and Kaufman H and Marincola FM and Merino MJ and Rosenberg SA and Choyke P and Vena D and Hwu P,Schwartzentruber,https://pubmed.ncbi.nlm.nih.gov/21631324/,21631324,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,2.333333333,0.978595077,5.563531404,2.85915493,1.045067891,7.822235265,1.169626614,1.728869228,0.816091954,-0.203228242,0.678394636,0.5885533,0.482255836,0.34459599,0.166393989
1304,Inclusion,Investigator + Central,Central,Investigator + Central,Investigator + Central,Unclear,Phase 2,NA,HERTAX,Breast cancer,Breast cancer,Industry,Sanofi-Aventis and Roche,2,1,1,Trastuzumab Followed by Docetaxel,Target therapy and chemotherapy,Trastuzumab and Docetaxel,Target therapy and Chemotherapy,PFS,RECIST 1.0,46,55,NA,No HR,No HR,No HR,1.33,0.86,2.06,46,24,53,42,46,19,53,38,19.7,30.5,1.49,0.91,2.47,Randomized phase II study comparing efficacy and safety of combination-therapy trastuzumab and docetaxel vs. sequential therapy of trastuzumab followed by docetaxel alone at progression as first-line chemotherapy in patients with HER2+ metastatic breast cancer: HERTAX trial.,Clinical breast cancer,3.08,2011,Hamberg P and Bos MM and Braun HJ and Stouthard JM and van Deijk GA and Erdkamp FL and van der Stelt-Frissen IN and Bontenbal M and Creemers GJ and Portielje JE and Pruijt JF and Loosveld OJ and Smit WM and Muller EW and Schmitz PI and Seynaeve C and Klijn JG,Hamberg,https://pubmed.ncbi.nlm.nih.gov/21569996/,21569996,#VALUE!,0.306122449,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.285714286,0.118442924,0.689215109,0.277777778,0.120200668,0.641930659,0.145605149,0.133094385,1.028571429,0.028170877,0.620073301,0.537110748,0.438731138,0.310615627,0.140284401
1329,Inclusion,Investigator + Central,Investigator + Central,Investigator + Central,Investigator + Central,Blinding,Phase 3,NCT00388726,EMBRACE,Breast cancer,Breast cancer,Industry,Eisai,2,≥2,≥2,eribulin mesilate,Chemotherapy,treatment of physician’s choice (TPC),Chemotherapy,OS,RECIST 1.0,508,254,NA,0.76,0.64,0.9,0.87,0.71,1.05,468,62,214,16,468,57,214,10,13.1,10.6,0.81,0.66,0.99,Eribulin monotherapy versus treatment of physician's choice in patients with metastatic breast cancer (EMBRACE): a phase 3 open-label randomised study.,"Lancet (London, England)",202.73,2011,Cortes J and O'Shaughnessy J and Loesch D and Blum JL and Vahdat LT and Petrakova K and Chollet P and Manikas A and Diﾃｩras V and Delozier T and Vladimirov V and Cardoso F and Koh H and Bougnoux P and Dutcus CE and Seegobin S and Mir D and Meneses N and Wanders J and Twelves C,Cortes,https://pubmed.ncbi.nlm.nih.gov/21376385/,21376385,0.066326531,0.086734694,0.873563218,-0.135174778,0.132390671,0.114833437,0.094053957,0.067123582,0.032142154,1.889778325,1.063109807,3.359259874,2.82919708,1.415331859,5.655462404,0.585752568,1.081665955,0.667955703,-0.40353342,0.459370767,0.398951846,0.327572357,0.235467031,0.11814221
1426,Inclusion,Investigator + Central,No PFS,Investigator + Central,Investigator + Central,Unclear,Phase 2,NA,No name,Non-small cell lung cancer,Non-small cell lung cancer,Unclear,,2,2,2,BI 2536 day 1 dose,Target therapy,BI 2536 days 1-3 dose,Target therapy,ORR,RECIST 1.0,48,47,NA,No HR,No HR,No HR,No HR,No HR,No HR,48,3,47,1,48,2,47,0,237 days,244 days,No HR,No HR,No HR,"The efficacy and safety of BI 2536, a novel Plk-1 inhibitor, in patients with stage IIIB/IV non-small cell lung cancer who had relapsed after, or failed, chemotherapy: results from an open-label, randomized phase II clinical trial.",Journal of thoracic oncology : official publication of the International Association           for the Study of Lung Cancer,20.12,2010,Sebastian M and Reck M and Waller CF and Kortsik C and Frickhofen N and Schuler M and Fritsch H and Gaschler-Markefski B and Hanft G and Munzert G and von Pawel J,Sebastian,https://pubmed.ncbi.nlm.nih.gov/20526206/,20526206,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,3.066666667,0.307392605,30.59424425,4.086956522,0.179439021,93.08573767,7.726237663,23.70058639,0.75035461,-0.287209371,1.980035149,1.727643232,1.431419952,1.055071099,0.603775272
1431,Inclusion,Investigator + Central,Investigator + Central,Central,Investigator + Central,Blinding,Phase 3,NA,No name,Ovarian cancer,Ovarian cancer,Industry,Johnson & Johnson,2,2,2,Trabectedin Plus Pegylated Liposomal Doxorubicin,Chemotherapy,Pegylated Liposomal Doxorubicin,Chemotherapy,PFS,RECIST 1.0,337,335,17,0.72,0.61,0.86,0.79,0.65,0.96,337,130,335,89,337,93,335,63,20.5,19.4,0.85,0.67,1.06,Trabectedin plus pegylated liposomal Doxorubicin in recurrent ovarian cancer.,Journal of clinical oncology : official journal of the American Society of Clinical           Oncology,50.74,2010,Monk BJ and Herzog TJ and Kaye SB and Krasner CN and Vermorken JB and Muggia FM and Pujade-Lauraine E and Lisyanskaya AS and Makhson AN and Rolski J and Gorbounova VA and Ghatage P and Bidzinski M and Shen K and Ngan HY and Vergote IB and Nam JH and Park YC and Lebedinsky CA and Poveda AM,Monk,https://pubmed.ncbi.nlm.nih.gov/20516432/,20516432,0.06377551,0.079081633,0.911392405,-0.092781733,0.132565591,0.114958193,0.094112361,0.067073742,0.031816459,1.735873636,1.251785814,2.407166823,1.645589383,1.144044664,2.367009351,0.294740053,0.311980787,1.054864387,0.053412216,0.249448906,0.21623064,0.176880251,0.125767867,0.058671142
1454,Inclusion,Investigator + Central,No PFS,Investigator + Central,Investigator + Central,Blinding,Phase 2,NCT00073008,No name,Non-small cell lung cancer,Non-small cell lung cancer,Industry,GlaxoSmithKline,2,"1, 2",≥1,Lapatinib 1500mg,Target therapy,Lapatinib 500mg,Target therapy,ORR,RECIST 1.0,65,66,NA,NA,NA,NA,No HR,No HR,No HR,65,1,66,1,65,1,66,0,14.5,11.3,No HR,No HR,No HR,Randomized phase II multicenter trial of two schedules of lapatinib as first- or second-line monotherapy in patients with advanced or metastatic non-small cell lung cancer.,Clinical cancer research : an official journal of the American Association for           Cancer Research,13.80,2010,Ross HJ and Blumenschein GR Jr and Aisner J and Damjanov N and Dowlati A and Garst J and Rigas JR and Smylie M and Hassani H and Allen KE and Leopold L and Zaks TZ and Shepherd FA,Ross,https://pubmed.ncbi.nlm.nih.gov/20215545/,20215545,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.015625,0.06217761,16.5894787,2.0625,0.067994064,62.56290617,4.216148238,15.94257962,0.492424242,-0.708414653,2.249867061,1.954830034,1.606492805,1.157703678,0.58978364
1466,Inclusion,Investigator + Central,Investigator + Central,Investigator,Investigator,Unclear,Phase 3,NCT00320385,EGF104900,Breast cancer,Breast cancer,Industry,GlaxoSmithKline,2,≥2,≥2,Trastuzumab and Lapatinib,Target therapy,Lapatinib,Target therapy,PFS,RECIST 1.0,148,148,NA,0.73,0.57,0.93,0.71,0.52,0.98,146,15,145,10,NA,NA,NA,NA,51.6 weeks,39.0 weeks,0.75,0.53,1.07,"Randomized study of Lapatinib alone or in combination with trastuzumab in women with ErbB2-positive, trastuzumab-refractory metastatic breast cancer.",Journal of clinical oncology : official journal of the American Society of Clinical           Oncology,50.74,2010,Blackwell KL and Burstein HJ and Storniolo AM and Rugo H and Sledge G and Koehler M and Ellis C and Casey M and Vukelja S and Bischoff J and Baselga J and O'Shaughnessy J,Blackwell,https://pubmed.ncbi.nlm.nih.gov/20124187/,20124187,0.091836735,0.117346939,1.028169014,0.027779564,0.204282947,0.177867435,0.146772362,0.106992653,0.058066077,1.545801527,0.67035343,3.564541109,#VALUE!,#VALUE!,#VALUE!,0.738313183,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
1468,Inclusion,Investigator + Central,Investigator + Central,Investigator + Central,Investigator + Central,Unclear,Phase 3,NA,BMS099,Non-small cell lung cancer,Non-small cell lung cancer,Industry,"by Bristol-Myers Squibb and ImClone Systems Inc, a wholly owned subsidiary of Eli Lilly.",2,1,1,Cetuximab and Taxane/Carboplatin,Target therapy and chemotherapy,Taxane/Carboplatin,Chemotherapy,PFS,WHO criteria,338,338,NA,0.766,0.649,0.903,0.902,0.761,1.069,338,93,338,76,338,87,338,58,9.69,8.38,0.89,0.754,1.051,Cetuximab and first-line taxane/carboplatin chemotherapy in advanced non-small-cell lung cancer: results of the randomized multicenter phase III trial BMS099.,Journal of clinical oncology : official journal of the American Society of Clinical           Oncology,50.74,2010,Lynch TJ and Patel T and Dreisbach L and McCleod M and Heim WJ and Hermann RC and Paschold E and Iannotti NO and Dakhil S and Gorton S and Pautret V and Weber MR and Woytowitz D,Lynch,https://pubmed.ncbi.nlm.nih.gov/20100966/,20100966,0.064795918,0.078571429,0.849223947,-0.16343235,0.120894248,0.104704584,0.085502519,0.060483977,0.027136988,1.308592911,0.922548684,1.856178906,1.673306773,1.151905207,2.430716989,0.238170975,0.326227495,0.782040049,-0.245849326,0.260960024,0.226079665,0.184726545,0.130903696,0.059542275
